EXP_FOLDER,B,n_i,phi_true,seed,method,Beta,Beta_vec,Phi,Sigmasq,Tausq,ELBO,tau_selected,results_path
vary_B2,49,8,2,72,VI_best_tau_by_ELBO,8.123616219,,0.25936386,2.944916882,2.602971408,-1000.64696,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_72.pt
vary_B2,49,8,2,73,GPArealModel,8.015105247,,0.42833378,4.998891031,1.36773636,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_73.pt
vary_B2,49,8,2,73,GPmodel,7.898611546,,0.480995247,2.805595605,0.940151951,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_73.pt
vary_B2,49,8,2,73,VI_best_tau_by_ELBO,8.08151722,,0.259474367,2.745439225,2.391282497,-976.9691772,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_73.pt
vary_B2,49,8,2,74,GPArealModel,7.929715633,,0.226969101,5.205708623,3.980333687,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_74.pt
vary_B2,49,8,2,74,GPmodel,7.954693794,,0.477415224,3.800571438,1.100445394,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_74.pt
vary_B2,49,8,2,74,VI_best_tau_by_ELBO,8.181775093,,0.259124339,3.12603425,2.739707677,-1010.077368,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_74.pt
vary_B2,49,8,2,75,GPArealModel,8.133903503,,0.292481522,6.842035073,3.4771275,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_75.pt
vary_B2,49,8,2,75,GPmodel,7.917471409,,0.501269877,3.880646388,1.279592114,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_75.pt
vary_B2,49,8,2,75,VI_best_tau_by_ELBO,8.132166862,,0.259233862,3.358838166,3.056718522,-1021.88197,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_75.pt
vary_B2,49,8,2,76,GPArealModel,7.727161884,,0.209484214,4.783775705,2.423175301,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_76.pt
vary_B2,49,8,2,76,GPmodel,7.986419678,,0.640289167,2.785684695,1.379261147,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_76.pt
vary_B2,49,8,2,76,VI_best_tau_by_ELBO,8.227255821,,0.258256406,1.730447727,2.977126301,-987.1365845,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_76.pt
vary_B2,49,8,2,77,GPArealModel,7.779571533,,0.289892288,7.540499808,1.839138866,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_77.pt
vary_B2,49,8,2,77,GPmodel,7.977093697,,0.329413628,4.978944564,0.947258994,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_77.pt
vary_B2,49,8,2,77,VI_best_tau_by_ELBO,8.224925041,,0.259202719,4.032854308,2.314717475,-1007.227795,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_77.pt
vary_B2,49,8,2,78,GPArealModel,8.024470329,,0.409938964,3.99881239,1.500230491,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_78.pt
vary_B2,49,8,2,78,GPmodel,8.052303314,,0.453930736,3.00287605,1.071940529,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_78.pt
vary_B2,49,8,2,78,VI_best_tau_by_ELBO,8.454990387,,0.259086877,1.764019879,2.625036665,-973.9623535,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_78.pt
vary_B2,49,8,2,79,GPArealModel,8.02826786,,0.857991813,2.601307223,1.285288272,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_79.pt
vary_B2,49,8,2,79,GPmodel,7.933119774,,1.106265436,1.509056917,1.119456397,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_79.pt
vary_B2,49,8,2,79,VI_best_tau_by_ELBO,8.107738495,,0.258979589,1.139830526,2.592298702,-945.2352417,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_79.pt
vary_B2,49,8,2,80,GPArealModel,8.008367538,,0.454515774,3.720904378,0.967488644,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_80.pt
vary_B2,49,8,2,80,GPmodel,7.929516792,,0.561499272,2.543236914,0.963637116,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_80.pt
vary_B2,49,8,2,80,VI_best_tau_by_ELBO,8.125935555,,0.258985311,1.967127735,2.545833617,-969.2125244,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_80.pt
vary_B2,49,8,2,81,GPArealModel,7.766212463,,0.336107642,7.760605385,2.487324751,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_81.pt
vary_B2,49,8,2,81,GPmodel,7.93760252,,0.453313972,3.926041061,1.233980125,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_81.pt
vary_B2,49,8,2,81,VI_best_tau_by_ELBO,8.208753586,,0.258991778,3.571198276,2.824282194,-1015.866663,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_81.pt
vary_B2,49,8,2,82,GPArealModel,7.689472675,,0.386131772,4.320337856,1.443662429,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_82.pt
vary_B2,49,8,2,82,GPmodel,7.851816654,,0.619203816,3.081731147,1.279730055,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_82.pt
vary_B2,49,8,2,82,VI_best_tau_by_ELBO,8.128720284,,0.258900642,2.167872708,3.102447963,-1001.181885,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_82.pt
vary_B2,49,8,2,83,GPArealModel,7.604401588,,0.518304542,3.905969532,1.567456229,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_83.pt
vary_B2,49,8,2,83,GPmodel,7.96123457,,0.611526019,2.351691613,1.067232022,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_83.pt
vary_B2,49,8,2,83,VI_best_tau_by_ELBO,8.088027,,0.259247303,2.217827528,2.649615907,-973.8615967,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_83.pt
vary_B2,49,8,2,84,GPArealModel,8.315289497,,0.647328654,4.047460982,0.678985685,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_84.pt
vary_B2,49,8,2,84,GPmodel,7.968894482,,0.609226472,2.83375715,0.985407119,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_84.pt
vary_B2,49,8,2,84,VI_best_tau_by_ELBO,8.471524239,,0.259671986,2.622850849,2.689792745,-984.6344971,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_84.pt
vary_B2,49,8,2,85,GPArealModel,7.846405983,,0.489259805,3.797769368,1.062806268,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_85.pt
vary_B2,49,8,2,85,GPmodel,7.963777065,,0.581939002,2.454262805,1.02816474,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_85.pt
vary_B2,49,8,2,85,VI_best_tau_by_ELBO,8.261767387,,0.259099692,1.931960098,2.603136588,-968.8500244,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_85.pt
vary_B2,49,8,2,86,GPArealModel,8.438579559,,0.539210912,3.977574046,1.6985231,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_86.pt
vary_B2,49,8,2,86,GPmodel,8.010190964,,0.639646156,2.92956555,1.049711555,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_86.pt
vary_B2,49,8,2,86,VI_best_tau_by_ELBO,8.357143402,,0.258829415,1.935250865,3.010604287,-986.4733643,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_86.pt
vary_B2,49,8,2,87,GPArealModel,8.944548607,,0.641330923,4.368218849,1.709459159,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_87.pt
vary_B2,49,8,2,87,GPmodel,8.021478653,,0.655866634,2.896979057,1.405537091,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_87.pt
vary_B2,49,8,2,87,VI_best_tau_by_ELBO,8.409527779,,0.259700507,2.727760616,2.970382088,-1005.306897,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_87.pt
vary_B2,49,8,2,88,GPArealModel,7.700373173,,0.389039873,4.871293365,1.915802491,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_88.pt
vary_B2,49,8,2,88,GPmodel,7.900547981,,0.668856263,2.254964014,1.107349123,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_88.pt
vary_B2,49,8,2,88,VI_best_tau_by_ELBO,7.964046955,,0.258967906,2.234685713,2.634723141,-975.0453369,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_88.pt
vary_B2,49,8,2,89,GPArealModel,7.537698746,,0.195543334,4.101245244,4.854607621,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_89.pt
vary_B2,49,8,2,89,GPmodel,8.032336235,,0.438494428,3.129719202,1.171923504,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_89.pt
vary_B2,49,8,2,89,VI_best_tau_by_ELBO,8.276447296,,0.258929968,2.180494878,2.685423929,-992.1371216,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_89.pt
vary_B2,49,8,2,90,GPArealModel,8.023775101,,0.676005426,2.805662831,2.406800238,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_90.pt
vary_B2,49,8,2,90,GPmodel,7.932354927,,0.741795105,1.871071192,0.940552014,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_90.pt
vary_B2,49,8,2,90,VI_best_tau_by_ELBO,8.124022484,,0.259091377,1.477521137,2.420015477,-942.8725952,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_90.pt
vary_B2,49,8,2,91,GPArealModel,7.782500267,,0.452541357,6.219701737,1.779540879,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_91.pt
vary_B2,49,8,2,91,GPmodel,7.951935291,,0.450171804,3.926644386,0.993546709,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_91.pt
vary_B2,49,8,2,91,VI_best_tau_by_ELBO,8.106952667,,0.259528875,3.740261905,2.554424214,-1003.99563,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_91.pt
vary_B2,49,8,2,92,GPArealModel,7.631641388,,0.392506266,6.9801517,1.536436586,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_92.pt
vary_B2,49,8,2,92,GPmodel,7.965046406,,0.501625581,3.107292814,1.055412222,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_92.pt
vary_B2,49,8,2,92,VI_best_tau_by_ELBO,8.054585457,,0.258919537,3.358688628,2.677650158,-998.7946045,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_92.pt
vary_B2,49,8,2,93,GPArealModel,8.403366089,,0.580315906,2.639995345,2.552871604,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_93.pt
vary_B2,49,8,2,93,GPmodel,7.920947552,,0.847760806,2.183396654,1.186145353,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_93.pt
vary_B2,49,8,2,93,VI_best_tau_by_ELBO,8.21015358,,0.258938909,1.557236774,3.015095424,-978.1618652,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_93.pt
vary_B2,49,8,2,94,GPArealModel,7.996148586,,0.484693689,4.213874889,0.995372872,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_94.pt
vary_B2,49,8,2,94,GPmodel,7.862038136,,0.540930442,2.772464533,1.079001786,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_94.pt
vary_B2,49,8,2,94,VI_best_tau_by_ELBO,8.301468849,,0.259409934,2.254252783,2.680513586,-979.6243896,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_94.pt
vary_B2,49,8,2,95,GPArealModel,7.912233829,,0.604129687,3.972432221,2.559210965,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_95.pt
vary_B2,49,8,2,95,GPmodel,7.904657364,,0.66182452,2.545893984,1.103902031,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_95.pt
vary_B2,49,8,2,95,VI_best_tau_by_ELBO,8.011788368,,0.259177119,2.176125281,2.909211785,-988.9904541,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_95.pt
vary_B2,49,8,2,96,GPArealModel,7.813562393,,0.275805176,5.554352459,1.264478414,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_96.pt
vary_B2,49,8,2,96,GPmodel,7.845743179,,0.474981672,2.938018996,1.249619813,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_96.pt
vary_B2,49,8,2,96,VI_best_tau_by_ELBO,8.095498085,,0.258570939,2.032351042,2.794745683,-988.0160278,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_96.pt
vary_B2,49,8,2,97,GPArealModel,7.14645195,,0.443889313,5.554722602,0.881549083,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_97.pt
vary_B2,49,8,2,97,GPmodel,7.950517654,,0.593835548,2.853373811,1.219949658,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_97.pt
vary_B2,49,8,2,97,VI_best_tau_by_ELBO,8.136487007,,0.258963108,2.449612522,3.075909715,-997.1831909,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_97.pt
vary_B2,49,8,2,98,GPArealModel,7.22702837,,0.578374262,3.813017036,0.853056525,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_98.pt
vary_B2,49,8,2,98,GPmodel,7.954858303,,0.675652571,2.249176659,1.148100497,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_98.pt
vary_B2,49,8,2,98,VI_best_tau_by_ELBO,8.113588333,,0.259334415,2.043739057,2.615520217,-973.9716553,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_98.pt
vary_B2,49,8,2,99,GPArealModel,7.913252831,,0.815126945,2.846452032,2.10867359,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_99.pt
vary_B2,49,8,2,99,GPmodel,7.948781967,,1.052642461,2.137203712,1.319493205,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_99.pt
vary_B2,49,8,2,99,VI_best_tau_by_ELBO,8.24730587,,0.25868842,1.499545568,3.162532085,-983.3996582,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_99.pt
vary_B2,49,8,2,100,GPArealModel,7.955376625,,0.332417074,4.257181517,1.263948325,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_100.pt
vary_B2,49,8,2,100,GPmodel,7.951754093,,0.605167274,2.230692635,1.11674245,,,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_100.pt
vary_B2,49,8,2,100,VI_best_tau_by_ELBO,8.106890678,,0.258704066,1.668029191,2.621325752,-964.5402588,0.3,../data/results/vary_B2/B_49_n_8/phi_2.0/results_seed_100.pt
vary_B2,81,8,2,1,GPArealModel,8.005050659,,0.374792996,5.094171573,1.10463373,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_1.pt
vary_B2,81,8,2,1,GPmodel,8.050477982,,0.552045738,2.645215119,1.137389157,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_1.pt
vary_B2,81,8,2,1,VI_best_tau_by_ELBO,8.339906693,,0.234298617,3.098219904,1.980550772,-1363.808472,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_1.pt
vary_B2,81,8,2,2,GPArealModel,7.561013699,,0.609489814,4.182364896,0.904236511,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_2.pt
vary_B2,81,8,2,2,GPmodel,7.88773632,,0.74956323,2.242842347,0.974893806,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_2.pt
vary_B2,81,8,2,2,VI_best_tau_by_ELBO,7.966335773,,0.235507697,3.515196564,2.147549836,-1357.573389,0.3,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_2.pt
vary_B2,81,8,2,3,GPArealModel,7.755270481,,0.544849622,3.171256356,1.663352587,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_3.pt
vary_B2,81,8,2,3,GPmodel,7.92309761,,0.70265357,2.242045733,1.134506061,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_3.pt
vary_B2,81,8,2,3,VI_best_tau_by_ELBO,8.180309296,,0.234601572,2.565051651,2.05231478,-1354.656128,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_3.pt
vary_B2,81,8,2,4,GPArealModel,7.987076759,,0.235345907,7.725036097,1.022231905,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_4.pt
vary_B2,81,8,2,4,GPmodel,8.05519104,,0.308002545,5.14129208,1.039402537,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_4.pt
vary_B2,81,8,2,4,VI_best_tau_by_ELBO,8.295422554,,0.235625237,5.945038437,1.459045694,-1369.422095,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_4.pt
vary_B2,81,8,2,5,GPArealModel,7.927578926,,0.37677364,4.742348053,1.488240975,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_5.pt
vary_B2,81,8,2,5,GPmodel,7.955032349,,0.541443591,2.523027937,1.041327074,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_5.pt
vary_B2,81,8,2,5,VI_best_tau_by_ELBO,8.295034409,,0.234161884,2.542798849,1.899293541,-1341.865674,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_5.pt
vary_B2,81,8,2,6,GPArealModel,7.705519199,,0.595479029,3.569057498,1.552199808,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_6.pt
vary_B2,81,8,2,6,GPmodel,7.810389042,,0.665628118,2.455608854,0.884011832,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_6.pt
vary_B2,81,8,2,6,VI_best_tau_by_ELBO,7.927238941,,0.236219317,3.551295902,1.975856676,-1345.243457,0.3,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_6.pt
vary_B2,81,8,2,7,GPArealModel,7.429749489,,0.231428753,4.79188783,1.259419051,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_7.pt
vary_B2,81,8,2,7,GPmodel,7.895869255,,0.541580605,2.373011922,1.090643679,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_7.pt
vary_B2,81,8,2,7,VI_best_tau_by_ELBO,8.031585693,,0.233812153,2.047307857,1.941424612,-1335.270361,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_7.pt
vary_B2,81,8,2,8,GPArealModel,7.911063194,,0.562313669,2.910825917,0.973343156,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_8.pt
vary_B2,81,8,2,8,GPmodel,7.816645622,,1.141020242,1.6501781,1.249807711,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_8.pt
vary_B2,81,8,2,8,VI_best_tau_by_ELBO,8.093461037,,0.234432757,1.919686575,2.018022883,-1329.132178,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_8.pt
vary_B2,81,8,2,9,GPArealModel,7.786822319,,0.600544014,3.747772813,1.200344542,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_9.pt
vary_B2,81,8,2,9,GPmodel,7.83934021,,0.688840285,2.223274812,1.122893947,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_9.pt
vary_B2,81,8,2,9,VI_best_tau_by_ELBO,8.138528824,,0.234681025,2.802211486,2.044660166,-1356.878711,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_9.pt
vary_B2,81,8,2,10,GPArealModel,7.972305775,,0.472591595,4.167551056,1.056788929,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_10.pt
vary_B2,81,8,2,10,GPmodel,7.937823772,,0.54301923,2.539851465,1.052316691,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_10.pt
vary_B2,81,8,2,10,VI_best_tau_by_ELBO,8.20068264,,0.235265315,3.122875009,1.803610213,-1343.452905,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_10.pt
vary_B2,81,8,2,11,GPArealModel,7.645796299,,0.474042842,2.963981032,1.138885381,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_11.pt
vary_B2,81,8,2,11,GPmodel,7.912938595,,0.719912874,1.896344419,1.083258422,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_11.pt
vary_B2,81,8,2,11,VI_best_tau_by_ELBO,8.087914467,,0.235259175,2.256794454,1.878782631,-1327.986743,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_11.pt
vary_B2,81,8,2,12,GPArealModel,8.125468254,,0.403968761,3.768994346,1.023221857,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_12.pt
vary_B2,81,8,2,12,GPmodel,8.021413803,,0.586738488,2.238789645,1.076976856,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_12.pt
vary_B2,81,8,2,12,VI_best_tau_by_ELBO,8.319506645,,0.236092478,3.024353575,1.653751998,-1323.993799,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_12.pt
vary_B2,81,8,2,13,GPArealModel,8.442007065,,0.391076039,4.711728886,1.911444456,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_13.pt
vary_B2,81,8,2,13,GPmodel,8.032077789,,0.455540136,3.384846288,1.298512853,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_13.pt
vary_B2,81,8,2,13,VI_best_tau_by_ELBO,8.454527855,,0.235435247,3.556101264,1.939265996,-1376.771069,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_13.pt
vary_B2,81,8,2,14,GPArealModel,7.949365139,,0.560554263,3.566662934,1.681132965,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_14.pt
vary_B2,81,8,2,14,GPmodel,7.967756271,,0.877564673,2.108154442,1.294135106,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_14.pt
vary_B2,81,8,2,14,VI_best_tau_by_ELBO,8.21099472,,0.233830243,2.886618517,2.143207103,-1366.331396,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_14.pt
vary_B2,81,8,2,15,GPArealModel,7.811722755,,0.394882262,5.329468474,0.954842788,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_15.pt
vary_B2,81,8,2,15,GPmodel,7.960384369,,0.610132039,2.525151653,1.201506477,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_15.pt
vary_B2,81,8,2,15,VI_best_tau_by_ELBO,8.183713913,,0.234488785,3.128456959,1.959113095,-1362.058154,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_15.pt
vary_B2,81,8,2,16,GPArealModel,8.036554337,,0.60078106,4.768663506,1.317326623,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_16.pt
vary_B2,81,8,2,16,GPmodel,7.956861019,,0.531796394,2.785810888,1.198980469,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_16.pt
vary_B2,81,8,2,16,VI_best_tau_by_ELBO,8.269450188,,0.235689998,3.639996551,1.872985519,-1364.736719,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_16.pt
vary_B2,81,8,2,17,GPArealModel,8.439970016,,0.441166979,4.776062748,0.872629049,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_17.pt
vary_B2,81,8,2,17,GPmodel,7.907180309,,0.522709113,2.812451895,1.005652735,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_17.pt
vary_B2,81,8,2,17,VI_best_tau_by_ELBO,8.330140114,,0.235260099,3.443173946,1.760045733,-1344.80127,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_17.pt
vary_B2,81,8,2,18,GPArealModel,8.050834656,,0.515665084,4.42790677,2.279094493,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_18.pt
vary_B2,81,8,2,18,GPmodel,7.968723774,,0.648655829,2.751743765,1.296653475,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_18.pt
vary_B2,81,8,2,18,VI_best_tau_by_ELBO,8.134114265,,0.235893115,4.203071275,2.279195169,-1393.950757,0.3,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_18.pt
vary_B2,81,8,2,19,GPArealModel,8.029153824,,0.364696724,6.30331934,1.323878925,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_19.pt
vary_B2,81,8,2,19,GPmodel,7.939163208,,0.449705887,3.574516979,1.030998196,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_19.pt
vary_B2,81,8,2,19,VI_best_tau_by_ELBO,8.167003632,,0.235659271,4.537108695,1.655686195,-1360.419727,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_19.pt
vary_B2,81,8,2,20,GPArealModel,7.901151657,,0.489525486,3.457830452,1.191579924,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_20.pt
vary_B2,81,8,2,20,GPmodel,7.965707779,,0.764280595,2.020245174,1.263309853,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_20.pt
vary_B2,81,8,2,20,VI_best_tau_by_ELBO,8.20179081,,0.234857351,2.3491387,2.020328844,-1345.994653,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_20.pt
vary_B2,81,8,2,21,GPArealModel,8.161984444,,0.542517588,3.384185411,1.117529519,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_21.pt
vary_B2,81,8,2,21,GPmodel,7.903371811,,0.772179198,2.075091284,1.271985921,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_21.pt
vary_B2,81,8,2,21,VI_best_tau_by_ELBO,8.301254272,,0.235663086,2.794274649,1.835992282,-1336.429761,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_21.pt
vary_B2,81,8,2,22,GPArealModel,8.108969688,,0.290708933,7.383679622,0.71762597,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_22.pt
vary_B2,81,8,2,22,GPmodel,7.972023964,,0.392330654,3.724768959,1.08069794,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_22.pt
vary_B2,81,8,2,22,VI_best_tau_by_ELBO,8.18655777,,0.234700754,4.192048678,1.724301536,-1365.101099,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_22.pt
vary_B2,81,8,2,23,GPArealModel,7.697091579,,0.712054432,3.554044725,1.09310808,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_23.pt
vary_B2,81,8,2,23,GPmodel,7.897663116,,0.790809722,2.07694739,1.154277571,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_23.pt
vary_B2,81,8,2,23,VI_best_tau_by_ELBO,8.172997475,,0.234912559,2.7227957,2.036377633,-1352.624048,0.2,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_23.pt
vary_B2,81,8,2,24,GPArealModel,8.07951355,,0.637520422,2.75493574,1.987307349,,,../data/results/vary_B2/B_81_n_8/phi_2.0/results_seed_24.pt
