EXP_FOLDER,B,n_i,phi_true,seed,method,Beta,Beta_vec,Phi,Sigmasq,Tausq,ELBO,tau_selected,results_path
vary_B2,81,6,2,54,GPmodel,7.942935467,,0.708222064,2.30997982,1.170091425,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_54.pt
vary_B2,81,6,2,54,VI_best_tau_by_ELBO,8.047190666,,0.235156059,4.104184415,1.995565106,-950.7466431,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_54.pt
vary_B2,81,6,2,55,GPArealModel,7.773204803,,0.405587102,5.469107907,0.790116374,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_55.pt
vary_B2,81,6,2,55,GPmodel,8.001523018,,0.488084293,3.035839696,1.267354323,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_55.pt
vary_B2,81,6,2,55,VI_best_tau_by_ELBO,8.176083565,,0.234353766,4.026679851,1.787928597,-951.5543701,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_55.pt
vary_B2,81,6,2,56,GPArealModel,8.446874619,,0.33013418,5.755503467,0.999330598,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_56.pt
vary_B2,81,6,2,56,GPmodel,8.001229286,,0.365247536,3.784020477,1.102658366,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_56.pt
vary_B2,81,6,2,56,VI_best_tau_by_ELBO,8.341225624,,0.233771086,3.835650148,1.697523077,-940.1356323,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_56.pt
vary_B2,81,6,2,57,GPArealModel,7.887169361,,0.296372549,2.529902926,2.138952818,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_57.pt
vary_B2,81,6,2,57,GPmodel,7.92418766,,0.592837919,2.049398761,1.02667534,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_57.pt
vary_B2,81,6,2,57,VI_best_tau_by_ELBO,8.100751877,,0.234582454,2.320518068,1.615016958,-902.9864624,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_57.pt
vary_B2,81,6,2,58,GPArealModel,8.290430069,,0.514768066,5.816722404,1.81099533,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_58.pt
vary_B2,81,6,2,58,GPmodel,7.918592453,,0.602829149,3.649979691,1.261175854,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_58.pt
vary_B2,81,6,2,58,VI_best_tau_by_ELBO,8.174840927,,0.234662816,6.346182935,2.090123463,-987.0065308,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_58.pt
vary_B2,81,6,2,59,GPArealModel,7.803463459,,0.379840222,3.597500661,2.139526989,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_59.pt
vary_B2,81,6,2,59,GPmodel,7.895192146,,0.539467124,2.667678033,1.043600447,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_59.pt
vary_B2,81,6,2,59,VI_best_tau_by_ELBO,8.01343441,,0.234556451,3.214406546,1.953197103,-937.6113159,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_59.pt
vary_B2,81,6,2,60,GPArealModel,8.209184647,,0.309503352,5.396161673,1.364084388,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_60.pt
vary_B2,81,6,2,60,GPmodel,7.955740929,,0.365318993,3.53719372,1.129584137,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_60.pt
vary_B2,81,6,2,60,VI_best_tau_by_ELBO,8.232898712,,0.233985603,3.592417109,1.615676848,-927.2183105,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_60.pt
vary_B2,81,6,2,61,GPArealModel,8.141348839,,0.359667938,3.154743473,1.34605275,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_61.pt
vary_B2,81,6,2,61,GPmodel,7.909489632,,0.453577787,2.487195771,0.919369031,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_61.pt
vary_B2,81,6,2,61,VI_best_tau_by_ELBO,8.235300064,,0.234265223,2.618090044,1.527106794,-899.7853882,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_61.pt
vary_B2,81,6,2,62,GPArealModel,7.654987812,,0.291537886,5.386831361,0.950038225,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_62.pt
vary_B2,81,6,2,62,GPmodel,7.906707764,,0.400982548,3.507028044,1.320713401,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_62.pt
vary_B2,81,6,2,62,VI_best_tau_by_ELBO,8.164292336,,0.234186217,4.382239511,1.683479697,-950.2575317,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_62.pt
vary_B2,81,6,2,63,GPArealModel,8.188706398,,0.513910896,3.352708124,1.281251577,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_63.pt
vary_B2,81,6,2,63,GPmodel,7.963745594,,0.51037133,2.655723163,1.03669967,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_63.pt
vary_B2,81,6,2,63,VI_best_tau_by_ELBO,8.372775078,,0.234449148,2.886202283,1.686407166,-917.9891479,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_63.pt
vary_B2,81,6,2,64,GPArealModel,7.410038471,,0.43071298,4.395790791,1.286145393,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_64.pt
vary_B2,81,6,2,64,GPmodel,7.91185379,,0.54748014,2.785430002,1.142555293,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_64.pt
vary_B2,81,6,2,64,VI_best_tau_by_ELBO,8.037844658,,0.234689683,3.717252786,1.785306934,-945.2703613,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_64.pt
vary_B2,81,6,2,65,GPArealModel,8.247543335,,0.774296044,3.563834063,1.076028432,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_65.pt
vary_B2,81,6,2,65,GPmodel,7.956127644,,0.691339064,2.545354732,0.899262568,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_65.pt
vary_B2,81,6,2,65,VI_best_tau_by_ELBO,8.262237549,,0.235182688,3.817017408,1.705133689,-934.0440918,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_65.pt
vary_B2,81,6,2,66,GPArealModel,8.441205025,,0.623443834,2.616559532,1.001354195,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_66.pt
vary_B2,81,6,2,66,GPmodel,7.964124203,,0.787326576,2.045507834,1.005143862,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_66.pt
vary_B2,81,6,2,66,VI_best_tau_by_ELBO,8.300323486,,0.234440476,2.722652519,1.944605415,-923.0546143,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_66.pt
vary_B2,81,6,2,67,GPArealModel,7.773872852,,0.599291165,4.4366042,1.280443738,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_67.pt
vary_B2,81,6,2,67,GPmodel,7.971565247,,0.532705621,3.226523737,0.865947882,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_67.pt
vary_B2,81,6,2,67,VI_best_tau_by_ELBO,8.06623745,,0.23513633,5.193171606,1.441183362,-929.4163452,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_67.pt
vary_B2,81,6,2,68,GPArealModel,7.765120029,,0.312147049,3.527250072,2.280350043,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_68.pt
vary_B2,81,6,2,68,GPmodel,7.903746128,,0.772179682,2.304313037,1.533783051,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_68.pt
vary_B2,81,6,2,68,VI_best_tau_by_ELBO,8.148841858,,0.233488142,2.443228481,2.002430994,-942.4176758,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_68.pt
vary_B2,81,6,2,69,GPArealModel,8.117095947,,0.365975655,4.442439514,0.503427486,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_69.pt
vary_B2,81,6,2,69,GPmodel,8.006046295,,0.405701465,2.819041296,0.81352815,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_69.pt
vary_B2,81,6,2,69,VI_best_tau_by_ELBO,8.272335052,,0.233913124,3.185270011,1.371146087,-888.379248,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_69.pt
vary_B2,81,6,2,70,GPArealModel,7.723552227,,0.241343526,6.573531954,1.714026738,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_70.pt
vary_B2,81,6,2,70,GPmodel,7.925366879,,0.307402737,4.464086771,1.007667438,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_70.pt
vary_B2,81,6,2,70,VI_best_tau_by_ELBO,8.09321785,,0.233955562,5.119883535,1.400241277,-934.3031982,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_70.pt
vary_B2,81,6,2,71,GPArealModel,7.659037113,,0.414691548,4.183314792,0.982801926,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_71.pt
vary_B2,81,6,2,71,GPmodel,7.875433922,,0.520545682,2.707845647,1.06530616,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_71.pt
vary_B2,81,6,2,71,VI_best_tau_by_ELBO,7.981127739,,0.234734625,3.878147861,1.610763531,-931.3271729,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_71.pt
vary_B2,81,6,2,72,GPArealModel,7.758659363,,0.438433796,3.213974981,2.87150155,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_72.pt
vary_B2,81,6,2,72,GPmodel,7.956535339,,0.62303465,2.575958069,1.131549361,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_72.pt
vary_B2,81,6,2,72,VI_best_tau_by_ELBO,8.084482193,,0.235085666,4.032468989,1.862502541,-940.4748047,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_72.pt
vary_B2,81,6,2,73,GPArealModel,7.947284222,,0.341955489,6.50153695,1.342646688,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_73.pt
vary_B2,81,6,2,73,GPmodel,7.999699593,,0.448103531,3.752903446,0.930375086,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_73.pt
vary_B2,81,6,2,73,VI_best_tau_by_ELBO,8.144692421,,0.23412174,5.165161486,1.498963184,-936.3094727,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_73.pt
vary_B2,81,6,2,74,GPArealModel,7.57920599,,0.412101559,4.599934682,1.305855134,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_74.pt
vary_B2,81,6,2,74,GPmodel,7.932269573,,0.46092847,3.010349741,1.224184987,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_74.pt
vary_B2,81,6,2,74,VI_best_tau_by_ELBO,8.103071213,,0.234206632,3.435366921,1.814861841,-944.4555176,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_74.pt
vary_B2,81,6,2,75,GPArealModel,7.55337286,,0.468511754,5.926312942,2.739284807,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_75.pt
vary_B2,81,6,2,75,GPmodel,7.909019947,,0.465355212,4.032551913,1.07316693,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_75.pt
vary_B2,81,6,2,75,VI_best_tau_by_ELBO,7.973136425,,0.23459892,5.621661596,2.015283294,-975.3883179,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_75.pt
vary_B2,81,6,2,76,GPArealModel,8.033610344,,0.666834224,3.726533497,1.970828439,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_76.pt
vary_B2,81,6,2,76,GPmodel,7.945701599,,0.781062412,2.377770853,1.348951082,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_76.pt
vary_B2,81,6,2,76,VI_best_tau_by_ELBO,8.217590332,,0.23446776,3.457674376,1.980590442,-955.6372559,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_76.pt
vary_B2,81,6,2,77,GPArealModel,7.74943018,,0.21998222,6.326256564,2.082766001,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_77.pt
vary_B2,81,6,2,77,GPmodel,7.937150478,,0.229768614,4.965536855,1.032661235,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_77.pt
vary_B2,81,6,2,77,VI_best_tau_by_ELBO,8.149670601,,0.233095989,3.594393882,1.585739999,-935.4371826,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_77.pt
vary_B2,81,6,2,78,GPArealModel,8.139625549,,0.330719081,4.72598793,1.529201963,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_78.pt
vary_B2,81,6,2,78,GPmodel,7.978804111,,0.400445316,3.379311097,1.331012541,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_78.pt
vary_B2,81,6,2,78,VI_best_tau_by_ELBO,8.361732483,,0.234087229,3.626319731,1.674922169,-936.3599365,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_78.pt
vary_B2,81,6,2,79,GPArealModel,8.108827591,,0.912721056,2.237155974,1.635919048,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_79.pt
vary_B2,81,6,2,79,GPmodel,7.956722736,,1.077659763,1.729917173,1.128686113,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_79.pt
vary_B2,81,6,2,79,VI_best_tau_by_ELBO,8.286014557,,0.233610004,2.274023195,2.018112819,-932.3956787,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_79.pt
vary_B2,81,6,2,80,GPArealModel,7.965515614,,0.403030193,4.506646223,2.078822255,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_80.pt
vary_B2,81,6,2,80,GPmodel,8.008255005,,0.540871765,2.820804796,1.195133682,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_80.pt
vary_B2,81,6,2,80,VI_best_tau_by_ELBO,8.235589981,,0.234227061,4.073154807,1.611142196,-932.1749878,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_80.pt
vary_B2,81,6,2,81,GPArealModel,7.888787746,,0.322378545,6.103569553,3.015790688,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_81.pt
vary_B2,81,6,2,81,GPmodel,8.05670166,,0.443252612,3.679327402,1.277169341,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_81.pt
vary_B2,81,6,2,81,VI_best_tau_by_ELBO,8.29318428,,0.234098002,4.793592262,1.822762125,-965.3323853,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_81.pt
vary_B2,81,6,2,82,GPArealModel,7.953797817,,0.76844528,3.697155213,0.985011968,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_82.pt
vary_B2,81,6,2,82,GPmodel,7.90123558,,0.66428354,2.487950025,1.119835066,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_82.pt
vary_B2,81,6,2,82,VI_best_tau_by_ELBO,8.197943687,,0.234935418,3.608949292,1.859878988,-946.3630493,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_82.pt
vary_B2,81,6,2,83,GPArealModel,7.778468609,,0.738991584,2.468657359,1.153586111,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_83.pt
vary_B2,81,6,2,83,GPmodel,7.937114239,,1.253342241,1.4878881,1.249856096,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_83.pt
vary_B2,81,6,2,83,VI_best_tau_by_ELBO,8.205078125,,0.233586743,1.857887088,1.872819147,-911.3979614,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_83.pt
vary_B2,81,6,2,84,GPArealModel,7.772249222,,0.38460784,5.468309955,1.202403221,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_84.pt
vary_B2,81,6,2,84,GPmodel,7.891586304,,0.419111445,3.629128887,1.012053512,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_84.pt
vary_B2,81,6,2,84,VI_best_tau_by_ELBO,8.026211739,,0.234485537,4.291267631,1.687739804,-945.4815063,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_84.pt
vary_B2,81,6,2,85,GPArealModel,7.625396729,,0.449407625,4.026033848,1.461501364,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_85.pt
vary_B2,81,6,2,85,GPmodel,7.877249241,,0.576308326,2.753368338,0.945678494,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_85.pt
vary_B2,81,6,2,85,VI_best_tau_by_ELBO,7.96933651,,0.234829813,4.523016178,1.66494427,-926.0277466,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_85.pt
vary_B2,81,6,2,86,GPArealModel,7.799073219,,0.467988639,5.501846961,1.003644448,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_86.pt
vary_B2,81,6,2,86,GPmodel,7.969587326,,0.498743803,3.702090772,1.192612648,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_86.pt
vary_B2,81,6,2,86,VI_best_tau_by_ELBO,8.141801834,,0.235029131,5.79215162,1.93981563,-972.1327759,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_86.pt
vary_B2,81,6,2,87,GPArealModel,8.122995377,,0.614322003,3.697954352,1.985526145,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_87.pt
vary_B2,81,6,2,87,GPmodel,7.971804619,,0.650500269,2.639708973,1.157366461,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_87.pt
vary_B2,81,6,2,87,VI_best_tau_by_ELBO,8.191746712,,0.234995797,3.882672933,1.762417364,-942.3807861,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_87.pt
vary_B2,81,6,2,88,GPArealModel,8.293006897,,0.382598008,4.468823383,0.838422314,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_88.pt
vary_B2,81,6,2,88,GPmodel,7.961809635,,0.490175244,2.90741173,0.988668319,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_88.pt
vary_B2,81,6,2,88,VI_best_tau_by_ELBO,8.288860321,,0.234837919,4.046607161,1.483888307,-920.2801025,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_88.pt
vary_B2,81,6,2,89,GPArealModel,7.611937046,,0.377796931,5.259074311,0.836905519,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_89.pt
vary_B2,81,6,2,89,GPmodel,7.993261814,,0.5654096,3.10730689,1.190583275,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_89.pt
vary_B2,81,6,2,89,VI_best_tau_by_ELBO,8.143880844,,0.234896556,5.414878218,1.84081817,-959.6230469,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_89.pt
vary_B2,81,6,2,90,GPArealModel,8.293719292,,0.432815435,4.0418973,1.303842238,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_90.pt
vary_B2,81,6,2,90,GPmodel,7.988745213,,0.504236153,2.392190396,1.105293014,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_90.pt
vary_B2,81,6,2,90,VI_best_tau_by_ELBO,8.366737366,,0.234421775,3.449424923,1.380732716,-894.688623,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_90.pt
vary_B2,81,6,2,91,GPArealModel,7.887310028,,0.401872439,4.988579849,1.026327959,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_91.pt
vary_B2,81,6,2,91,GPmodel,8.001904488,,0.520878211,2.97667339,1.211188972,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_91.pt
vary_B2,81,6,2,91,VI_best_tau_by_ELBO,8.127702713,,0.23455359,4.81134666,1.800455679,-947.0265747,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_91.pt
vary_B2,81,6,2,92,GPArealModel,7.562717915,,0.603038846,4.053578812,1.053381571,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_92.pt
vary_B2,81,6,2,92,GPmodel,7.967063427,,0.675174188,2.486882394,0.981121167,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_92.pt
vary_B2,81,6,2,92,VI_best_tau_by_ELBO,8.027384758,,0.234816208,4.215824296,1.858284662,-939.8546265,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_92.pt
vary_B2,81,6,2,93,GPArealModel,8.505548477,,0.468743733,4.665850857,1.909483685,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_93.pt
vary_B2,81,6,2,93,GPmodel,8.038570404,,0.536217425,3.56116493,1.266510782,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_93.pt
vary_B2,81,6,2,93,VI_best_tau_by_ELBO,8.591310501,,0.235027954,4.985576946,1.797786872,-964.4203003,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_93.pt
vary_B2,81,6,2,94,GPArealModel,7.960996151,,0.32187945,5.661893236,1.42858726,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_94.pt
vary_B2,81,6,2,94,GPmodel,7.924351215,,0.411963906,3.629459428,1.220574073,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_94.pt
vary_B2,81,6,2,94,VI_best_tau_by_ELBO,8.176950455,,0.234243944,4.651394718,1.674446569,-951.349292,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_94.pt
vary_B2,81,6,2,95,GPArealModel,7.819278717,,1.126155834,3.673404798,1.749571455,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_95.pt
vary_B2,81,6,2,95,GPmodel,8.000555038,,0.897327367,2.296862455,1.25597533,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_95.pt
vary_B2,81,6,2,95,VI_best_tau_by_ELBO,8.149184227,,0.235111594,4.23866294,2.162419618,-965.010498,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_95.pt
vary_B2,81,6,2,96,GPArealModel,7.634832382,,0.294657577,8.679749097,1.68229372,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_96.pt
vary_B2,81,6,2,96,GPmodel,7.950786114,,0.278821919,5.316237188,1.279533044,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_96.pt
vary_B2,81,6,2,96,VI_best_tau_by_ELBO,8.090141296,,0.233733132,5.521495871,1.659251941,-964.8361816,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_96.pt
vary_B2,81,6,2,97,GPArealModel,7.978519917,,0.535887273,4.626357089,1.259763357,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_97.pt
vary_B2,81,6,2,97,GPmodel,7.908734798,,0.594122461,3.340198146,1.171439355,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_97.pt
vary_B2,81,6,2,97,VI_best_tau_by_ELBO,8.055539131,,0.235324696,6.420948355,1.846745588,-969.5784668,0.3,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_97.pt
vary_B2,81,6,2,98,GPArealModel,7.917493343,,0.511514625,4.871652253,1.315970948,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_98.pt
vary_B2,81,6,2,98,GPmodel,7.946177483,,0.523406535,3.031131048,1.065451102,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_98.pt
vary_B2,81,6,2,98,VI_best_tau_by_ELBO,8.224666595,,0.234497443,4.365399757,1.669415266,-940.4740234,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_98.pt
vary_B2,81,6,2,99,GPArealModel,7.795046329,,1.211963032,2.576681032,1.209147556,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_99.pt
vary_B2,81,6,2,99,GPmodel,7.941315651,,0.947752927,1.981992623,1.129740871,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_99.pt
vary_B2,81,6,2,99,VI_best_tau_by_ELBO,8.126478195,,0.233926713,2.382322151,2.163382416,-947.9415771,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_99.pt
vary_B2,81,6,2,100,GPArealModel,7.446549416,,0.484833161,3.522695002,1.719747228,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_100.pt
vary_B2,81,6,2,100,GPmodel,7.898334026,,0.59701848,2.426056852,0.976920833,,,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_100.pt
vary_B2,81,6,2,100,VI_best_tau_by_ELBO,8.021043777,,0.234764919,3.377855719,1.692333828,-929.3552979,0.2,../data/results/vary_B2/B_81_n_6/phi_2.0/results_seed_100.pt
vary_B2,100,6,2,1,GPArealModel,7.552895546,,0.43394026,4.336659346,1.834625497,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_1.pt
vary_B2,100,6,2,1,GPmodel,7.841677666,,0.55642573,2.700967774,1.120378956,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_1.pt
vary_B2,100,6,2,1,VI_best_tau_by_ELBO,7.958904743,,0.225618631,3.861570878,1.734328963,-1106.773535,0.2,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_1.pt
vary_B2,100,6,2,2,GPArealModel,7.688324928,,0.467828163,4.721286034,1.252319667,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_2.pt
vary_B2,100,6,2,2,GPmodel,7.881106853,,0.611446946,2.727023668,0.998851678,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_2.pt
vary_B2,100,6,2,2,VI_best_tau_by_ELBO,8.083849907,,0.226640105,5.040923552,1.501267617,-1095.473169,0.2,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_2.pt
vary_B2,100,6,2,3,GPArealModel,7.78755188,,0.301965672,5.599930797,1.51949846,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_3.pt
vary_B2,100,6,2,3,GPmodel,7.962329388,,0.43648709,3.61975088,1.048035904,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_3.pt
vary_B2,100,6,2,3,VI_best_tau_by_ELBO,8.105242729,,0.227084398,6.00771104,1.29371666,-1086.720459,0.2,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_3.pt
vary_B2,100,6,2,4,GPArealModel,7.841053486,,0.291277626,5.220412007,1.252698842,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_4.pt
vary_B2,100,6,2,4,GPmodel,7.93951416,,0.426477088,3.545932991,1.034727283,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_4.pt
vary_B2,100,6,2,4,VI_best_tau_by_ELBO,8.131680489,,0.226067945,4.384012225,1.595344301,-1101.442773,0.2,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_4.pt
vary_B2,100,6,2,5,GPArealModel,8.038412094,,0.416727048,3.556117525,1.551789913,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_5.pt
vary_B2,100,6,2,5,GPmodel,7.910490036,,0.583005853,2.527678036,1.031937106,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_5.pt
vary_B2,100,6,2,5,VI_best_tau_by_ELBO,8.155714035,,0.22666344,4.096475217,1.484872403,-1078.264282,0.2,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_5.pt
vary_B2,100,6,2,6,GPArealModel,8.033260345,,0.470695405,4.550178222,1.637926075,,,../data/results/vary_B2/B_100_n_6/phi_2.0/results_seed_6.pt
