EXP_FOLDER,B,n_i,phi_true,seed,method,Beta,Beta_vec,Phi,Sigmasq,Tausq,ELBO,tau_selected,Sigmasq_phi
vary_B2,49,6,2.0,60,VI_best_tau_by_ELBO,8.13523006439209,,0.26253542304039,2.65577395920228,2.341728445440837,-662.5169128417969,0.3,0.6972347398788221
vary_B2,49,6,2.0,61,GPmodel,8.087100982666016,,2.6540619179275695,3.0053674853228753,1.0810456010525393,,,1.1323652492891438
vary_B2,49,6,2.0,61,GPArealModel,8.293042182922363,,3.3137667937048256,4.665413138107949,1.0745758681130564,,,1.4078881914595955
vary_B2,49,6,2.0,61,VI_best_tau_by_ELBO,8.281730651855469,,0.2622527480125427,2.6957697414682795,2.0318054157442464,-654.5096557617187,0.3,0.7069730227091181
vary_B2,49,6,2.0,62,GPmodel,7.825061798095703,,1.580443160634318,2.67389413076441,1.316438246717103,,,1.6918635211729038
vary_B2,49,6,2.0,62,GPArealModel,7.831336498260498,,1.8611247535989284,3.9265320455361685,0.6054878837628523,,,2.1097629473485227
vary_B2,49,6,2.0,62,VI_best_tau_by_ELBO,8.002706527709961,,0.26281893253326416,2.9427716244091164,2.479112065058714,-674.3802062988282,0.3,0.7734160970163837
vary_B2,49,6,2.0,63,GPmodel,7.918613433837891,,1.6802075411077073,2.1004569079115596,1.0418896968404452,,,1.2501175340082067
vary_B2,49,6,2.0,63,GPArealModel,7.643131732940674,,3.456069546750133,2.983733626876317,3.028237382019085,,,0.8633314771347785
vary_B2,49,6,2.0,63,VI_best_tau_by_ELBO,8.052995681762695,,0.262413889169693,1.947724579296073,2.072690406292779,-641.8240844726563,0.3,0.5111099818844865
vary_B2,49,6,2.0,64,GPmodel,7.967857837677002,,1.5108653903689673,2.2969445986670554,1.3420197349357836,,,1.5202840791171477
vary_B2,49,6,2.0,64,GPArealModel,7.855366230010986,,2.598041750726771,3.3900344937012132,1.4442564183256434,,,1.3048421922984463
vary_B2,49,6,2.0,64,VI_best_tau_by_ELBO,8.32724666595459,,0.2624600827693939,1.6619065720116253,2.3846266352910037,-653.7097717285156,0.3,0.4361841364451709
vary_B2,49,6,2.0,65,GPmodel,7.966264247894287,,1.3769278553362576,2.2012133622203263,1.0037306785741877,,,1.5986410280608137
vary_B2,49,6,2.0,65,GPArealModel,8.621950149536133,,1.1949572975846572,2.265689934037709,2.0956826964883906,,,1.896042593837706
vary_B2,49,6,2.0,65,VI_best_tau_by_ELBO,8.684304237365723,,0.2622036337852478,1.529182366195564,2.3165243933414614,-639.340576171875,0.3,0.40095717313680035
vary_B2,49,6,2.0,66,GPmodel,7.980088233947754,,0.7098541357576487,1.4702588913298578,1.3871153197426667,,,2.0712126861958846
vary_B2,49,6,2.0,66,GPArealModel,7.3491106033325195,,2.0409419681705976,2.0760329885774738,0.9027872735762172,,,1.017193541489242
vary_B2,49,6,2.0,66,VI_best_tau_by_ELBO,8.021468162536621,,0.2619578242301941,0.9380663820197532,2.4736228697435405,-639.1807556152344,0.3,0.24573382841738461
vary_B2,49,6,2.0,67,GPmodel,7.844475746154785,,1.9971970943424648,3.3247129923090792,1.0265515568452135,,,1.6646894799352143
vary_B2,49,6,2.0,67,GPArealModel,7.863516330718994,,9.822513321337834,3.1719021196847867,5.581932224088774,,,0.3229216409199811
vary_B2,49,6,2.0,67,VI_best_tau_by_ELBO,8.048989295959473,,0.2629551589488983,3.1914128088771605,2.1176709352006333,-662.7315673828125,0.3,0.8391984624298438
vary_B2,49,6,2.0,68,GPmodel,7.877536773681641,,1.4326579174491687,2.140901265488021,1.2534577780948613,,,1.49435621680008
vary_B2,49,6,2.0,68,GPArealModel,7.681888580322266,,2.3691147060066715,3.111341526766375,1.4248877589883968,,,1.3132929017231019
vary_B2,49,6,2.0,68,VI_best_tau_by_ELBO,8.047280311584473,,0.261872798204422,1.6460211386344434,2.463762203689147,-651.6826782226562,0.3,0.43104816147783054
vary_B2,49,6,2.0,69,GPmodel,7.941366672515869,,1.1858978231329316,1.620749116831416,1.0778180621227706,,,1.3666852954917184
vary_B2,49,6,2.0,69,GPArealModel,7.761496067047119,,1.686949989082141,3.061469209787104,0.9488616325183881,,,1.814795476807721
vary_B2,49,6,2.0,69,VI_best_tau_by_ELBO,8.099143028259277,,0.2622300386428833,1.9027375750636337,2.0792992061168505,-633.5462890625,0.3,0.49895494783620276
vary_B2,49,6,2.0,7,GPmodel,7.887331485748291,,1.341823252388066,2.1403176676110336,0.9632589482550061,,,1.5950816650418551
vary_B2,49,6,2.0,7,GPArealModel,7.204721927642822,,1.6531869641215633,3.873663118409504,0.6884905384887469,,,2.3431488406804686
vary_B2,49,6,2.0,7,VI_best_tau_by_ELBO,8.016558647155762,,0.26242661476135254,2.5936242115979,2.209708065630882,-650.7729064941407,0.3,0.6806360218127188
vary_B2,49,6,2.0,70,GPmodel,8.019391059875488,,3.107203173816012,4.0527105509995724,1.079491129837237,,,1.304295317780062
vary_B2,49,6,2.0,70,GPArealModel,7.75750732421875,,3.206277439643492,5.571338850246193,1.525002375291825,,,1.7376346729575822
vary_B2,49,6,2.0,70,VI_best_tau_by_ELBO,8.189924240112305,,0.26245757937431335,3.390668154905138,2.033650883250984,-664.2122985839844,0.3,0.8899065563979718
vary_B2,49,6,2.0,71,GPmodel,7.84506893157959,,3.352120654803231,5.026919481247395,1.1591379728462492,,,1.4996236707781851
vary_B2,49,6,2.0,71,GPArealModel,7.7397379875183105,,3.8175147022299654,7.351719277967506,1.5561328323541288,,,1.9257867621762055
vary_B2,49,6,2.0,71,VI_best_tau_by_ELBO,8.059784889221191,,0.26212364435195923,4.245114597370166,2.163773366313206,-678.4535217285156,0.3,1.112744908954368
vary_B2,49,6,2.0,72,GPmodel,7.957372665405273,,2.326870437203043,4.332881424242176,0.9076477728238286,,,1.8621068689369782
vary_B2,49,6,2.0,72,GPArealModel,7.649598598480225,,2.430263997103486,5.357803295102518,0.8832873023391664,,,2.204617811681457
vary_B2,49,6,2.0,72,VI_best_tau_by_ELBO,8.073688507080078,,0.2626526951789856,4.035395544575633,2.080373065590777,-668.3806640625,0.3,1.0599075158960602
vary_B2,49,6,2.0,73,GPmodel,8.044387817382812,,1.7011067813351188,2.644300019378644,0.9389902189951369,,,1.5544585727318407
vary_B2,49,6,2.0,73,GPArealModel,7.712430953979492,,1.907672623659529,3.7649366649323412,1.1860260703617798,,,1.9735758736789875
vary_B2,49,6,2.0,73,VI_best_tau_by_ELBO,8.131636619567871,,0.2625297009944916,2.5275341245428002,2.2101109979252227,-652.1391723632812,0.3,0.6635527779695953
vary_B2,49,6,2.0,74,GPmodel,7.822476863861084,,2.0957939964124215,4.40939332113481,0.9269055610519321,,,2.103924970050876
vary_B2,49,6,2.0,74,GPArealModel,7.775339603424072,,2.3924145507507837,6.817821874780635,2.294898727254895,,,2.849766096198118
vary_B2,49,6,2.0,74,VI_best_tau_by_ELBO,8.134124755859375,,0.26247066259384155,4.347983274779689,2.1658162267790684,-672.9362365722657,0.3,1.141218051078366
vary_B2,49,6,2.0,75,GPmodel,7.980718612670898,,2.0938782394526627,4.4092498235736945,1.2468304274242856,,,2.1057813871384745
vary_B2,49,6,2.0,75,GPArealModel,7.659379482269287,,2.002569898424849,6.7086599996416645,3.150050921310283,,,3.3500253873377708
vary_B2,49,6,2.0,75,VI_best_tau_by_ELBO,8.155386924743652,,0.26265835762023926,4.837038221626883,2.571045381414164,-693.4190185546875,0.3,1.2704885150388399
vary_B2,49,6,2.0,76,GPmodel,7.922616481781006,,1.089856674728234,2.052500144713982,1.2508028484582059,,,1.8832752895932778
vary_B2,49,6,2.0,76,GPArealModel,8.086538314819336,,1.287029512650016,3.18398104474881,1.558093561061862,,,2.4738990158764413
vary_B2,49,6,2.0,76,VI_best_tau_by_ELBO,8.254908561706543,,0.26213034987449646,1.9104837343188528,2.5441940902929288,-656.5357055664062,0.3,0.5007957697065354
vary_B2,49,6,2.0,77,GPmodel,7.915652751922607,,3.786983044545278,4.465232660268089,1.2797045591533998,,,1.1791002515048894
vary_B2,49,6,2.0,77,GPArealModel,8.150564193725586,,4.224757898249533,6.396187070436072,2.6062007012311788,,,1.5139771850799402
vary_B2,49,6,2.0,77,VI_best_tau_by_ELBO,8.212443351745605,,0.2619860768318176,3.598611506593301,2.0401512736086156,-672.0516174316406,0.3,0.9427861106542156
vary_B2,49,6,2.0,78,GPmodel,8.046466827392578,,2.6584283496435663,3.740029375491376,1.2681363302289044,,,1.4068573170282463
vary_B2,49,6,2.0,78,GPArealModel,7.826925277709961,,3.233621447137318,5.399142134771088,1.7790614057683227,,,1.6696889920590043
vary_B2,49,6,2.0,78,VI_best_tau_by_ELBO,8.234879493713379,,0.26229581236839294,3.6429570359289443,2.065237307695393,-668.469921875,0.3,0.9555323751621353
vary_B2,49,6,2.0,79,GPmodel,7.912229537963867,,0.8509100406772862,2.0059807176280624,1.3984368862185907,,,2.357453340227825
vary_B2,49,6,2.0,79,GPArealModel,8.35460376739502,,1.507375264405021,3.323068601901678,1.0318196316298867,,,2.2045396925186598
vary_B2,49,6,2.0,79,VI_best_tau_by_ELBO,8.246435165405273,,0.2625197768211365,2.0156384101883345,2.368048968827537,-651.6350280761719,0.3,0.5291449455947519
vary_B2,49,6,2.0,8,GPmodel,7.9283037185668945,,1.3354065809516167,2.086429810199682,1.1941892048031562,,,1.5623929370730543
vary_B2,49,6,2.0,8,GPArealModel,7.883216857910156,,1.3575998609698046,3.4909517374950028,1.4130194578563395,,,2.5714143304355037
vary_B2,49,6,2.0,8,VI_best_tau_by_ELBO,8.05320930480957,,0.2629682421684265,2.968365449272224,2.1456959311232677,-653.8843200683593,0.3,0.7805858443086083
vary_B2,49,6,2.0,80,GPmodel,7.999928951263428,,0.9995027514883499,2.121499304534253,1.1631403939477514,,,2.1225547417204695
vary_B2,49,6,2.0,80,GPArealModel,7.769540786743164,,0.7840246501973144,3.309820802296603,0.8377979353991812,,,4.221577473952669
vary_B2,49,6,2.0,80,VI_best_tau_by_ELBO,8.175198554992676,,0.26270729303359985,2.631359478939404,2.633250273718237,-667.5126586914063,0.3,0.6912773257104746
vary_B2,49,6,2.0,81,GPmodel,7.975560188293457,,2.348936190163666,4.37655642924474,1.0252384816577844,,,1.8632078843060427
vary_B2,49,6,2.0,81,GPArealModel,8.043569564819336,,3.868016016265356,7.058114696265882,3.270579024726553,,,1.8247377121981587
vary_B2,49,6,2.0,81,VI_best_tau_by_ELBO,8.129987716674805,,0.2622635066509247,4.312327631037175,2.198044335001711,-676.9965759277344,0.3,1.1309661663434845
vary_B2,49,6,2.0,82,GPmodel,8.018854141235352,,1.5461307060523721,2.5567473962210157,1.1993952327874156,,,1.6536424677503372
vary_B2,49,6,2.0,82,GPArealModel,8.32977294921875,,1.726234772471377,4.505731405860439,0.7893008930806558,,,2.6101498346078245
vary_B2,49,6,2.0,82,VI_best_tau_by_ELBO,8.236897468566895,,0.2624817192554474,2.9790271756422184,2.444217167514224,-669.0219604492188,0.3,0.7819401747712691
vary_B2,49,6,2.0,83,GPmodel,7.836542129516602,,1.4836055109985953,2.106870756847924,1.045252414052929,,,1.420101732723962
vary_B2,49,6,2.0,83,GPArealModel,8.197551727294922,,1.332638900075075,3.134283572240642,1.3655084293027555,,,2.3519376269626155
vary_B2,49,6,2.0,83,VI_best_tau_by_ELBO,8.17320442199707,,0.26246386766433716,1.965426654541517,2.267395479070414,-645.8087280273437,0.3,0.5158534813615456
vary_B2,49,6,2.0,84,GPmodel,7.852895736694336,,2.324812183695271,3.4303754338227166,0.9877377344788661,,,1.47554949078517
vary_B2,49,6,2.0,84,GPArealModel,7.987236499786377,,2.651541970553329,5.5631167027354085,1.3730822451697882,,,2.0980685067468445
vary_B2,49,6,2.0,84,VI_best_tau_by_ELBO,8.11841106414795,,0.2620605528354645,2.9655699889844285,2.2072449357113064,-660.8354125976563,0.3,0.7771589107855216
vary_B2,49,6,2.0,85,GPmodel,7.874118328094482,,0.6284008317405592,1.3030518047669817,1.2298972599007143,,,2.073599745496451
vary_B2,49,6,2.0,85,GPArealModel,6.9674458503723145,,2.6497206626190826,1.2619429535352455,2.669098812242081,,,0.47625509033389735
vary_B2,49,6,2.0,85,VI_best_tau_by_ELBO,7.986358165740967,,0.26201555132865906,0.9127762707678282,2.340993391659715,-631.4226257324219,0.3,0.23916157782494987
vary_B2,49,6,2.0,86,GPmodel,8.035343170166016,,1.492896262135917,2.9701449855843403,1.1145766198754383,,,1.9895186697935014
vary_B2,49,6,2.0,86,GPArealModel,8.4622802734375,,2.1254078404473797,3.7549333151977256,2.206117000479989,,,1.7666883709280685
vary_B2,49,6,2.0,86,VI_best_tau_by_ELBO,8.365893363952637,,0.2624385952949524,2.769174020964344,2.5537736019314683,-671.463134765625,0.3,0.7267381401891575
vary_B2,49,6,2.0,87,GPmodel,8.030146598815918,,1.460713297655254,3.104379359857803,0.8797419649570255,,,2.125248921086001
vary_B2,49,6,2.0,87,GPArealModel,7.7412519454956055,,1.3867670802150707,4.885661371753841,1.0492214944016043,,,3.523058371847228
vary_B2,49,6,2.0,87,VI_best_tau_by_ELBO,8.113383293151855,,0.26275330781936646,3.733444057206109,2.391179872652507,-672.144384765625,0.3,0.9809747755894612
vary_B2,49,6,2.0,88,GPmodel,8.010564804077148,,1.6348635683790174,2.9450735629978513,1.0513043391545234,,,1.8014185525694473
vary_B2,49,6,2.0,88,GPArealModel,7.918801307678223,,1.7451064639142484,4.466629626633052,1.9675559633151862,,,2.559516980192983
vary_B2,49,6,2.0,88,VI_best_tau_by_ELBO,8.177773475646973,,0.26240766048431396,3.462984997633791,2.385353124933158,-670.9233337402344,0.3,0.9087137915213607
vary_B2,49,6,2.0,89,GPmodel,7.9807305335998535,,1.206016626625237,2.75677021358937,0.9595255762482482,,,2.285847601706424
vary_B2,49,6,2.0,89,GPArealModel,7.909880638122559,,1.2137468858480276,3.21793597769821,1.4760697164236394,,,2.6512413874906744
vary_B2,49,6,2.0,89,VI_best_tau_by_ELBO,8.153963088989258,,0.2623581290245056,2.155726835549816,2.7415979112524598,-667.0224609375,0.3,0.5655724592627678
vary_B2,49,6,2.0,9,GPmodel,7.961733341217041,,2.4147506440803426,3.3052718764077937,1.2092408194443496,,,1.368783929931037
vary_B2,49,6,2.0,9,GPArealModel,7.724524974822998,,3.046382382326918,5.520271652962691,0.8101060538323605,,,1.8120744411429215
vary_B2,49,6,2.0,9,VI_best_tau_by_ELBO,8.206343650817871,,0.26225000619888306,3.095851221939703,2.1368201410501158,-660.9990417480469,0.3,0.8118870021445068
vary_B2,49,6,2.0,90,GPmodel,8.064619064331055,,0.9156142705192368,1.4962647471938832,1.170639471238949,,,1.6341649484617191
vary_B2,49,6,2.0,90,GPArealModel,8.370726585388184,,0.6989515745046561,1.91197111711659,1.1852010559502977,,,2.7354843838381733
vary_B2,49,6,2.0,90,VI_best_tau_by_ELBO,8.386381149291992,,0.2630005180835724,0.9014763071633299,2.0898585805821144,-618.1028198242187,0.3,0.2370887358240214
vary_B2,49,6,2.0,91,GPmodel,7.9614338874816895,,1.8731713733140043,3.1671383610650023,1.016413605818005,,,1.690789431327748
vary_B2,49,6,2.0,91,GPArealModel,7.629497051239014,,2.26308087009262,4.492159936806006,1.9424516650733896,,,1.9849754359958678
vary_B2,49,6,2.0,91,VI_best_tau_by_ELBO,8.08737564086914,,0.26270028948783875,3.4580612443718985,2.134923288709574,-663.1799987792969,0.3,0.9084336899631736
vary_B2,49,6,2.0,92,GPmodel,7.967100620269775,,1.6292715017056718,2.5154783891090218,1.2402129833562987,,,1.543928305672558
vary_B2,49,6,2.0,92,GPArealModel,7.8870720863342285,,1.925860570883051,4.422563955363034,1.3099482242552636,,,2.2964092116674824
vary_B2,49,6,2.0,92,VI_best_tau_by_ELBO,8.229083061218262,,0.2628052830696106,3.406540846514588,2.00640940160314,-656.4836364746094,0.3,0.8952569314564571
vary_B2,49,6,2.0,93,GPmodel,7.960455894470215,,0.845365110769182,1.7402458996593788,1.2083543889270427,,,2.0585731271497134
vary_B2,49,6,2.0,93,GPArealModel,7.5712571144104,,0.8573009177903039,2.2524290583020696,1.6033918128746751,,,2.6273494073792825
vary_B2,49,6,2.0,93,VI_best_tau_by_ELBO,8.150023460388184,,0.26226872205734253,1.832193509101215,2.6592230095102884,-658.6195495605468,0.3,0.4805270501937336
vary_B2,49,6,2.0,94,GPmodel,7.9114460945129395,,2.444562381337266,3.4050659596951105,1.2962076466076147,,,1.3929143251531235
vary_B2,49,6,2.0,94,GPArealModel,7.748773574829102,,2.9505850544645975,4.983853154370116,1.8096390934021656,,,1.6891067576001355
vary_B2,49,6,2.0,94,VI_best_tau_by_ELBO,8.089893341064453,,0.2624305784702301,3.046800220445115,2.334102810775475,-671.767724609375,0.3,0.7995735443346361
vary_B2,49,6,2.0,95,GPmodel,7.968739986419678,,1.3237616708446942,2.6461950434827948,1.312833879397395,,,1.9989965729965982
vary_B2,49,6,2.0,95,GPArealModel,8.714744567871094,,0.8867208845520066,3.5009199267958993,1.3024842146127988,,,3.948164510148705
vary_B2,49,6,2.0,95,VI_best_tau_by_ELBO,8.534812927246094,,0.26295942068099976,2.6111268050698366,2.63657733726632,-670.8413818359375,0.3,0.686620391985794
vary_B2,49,6,2.0,96,GPmodel,7.92849588394165,,3.1309372102403557,4.757509565981149,1.1908303808553482,,,1.5195161213775745
vary_B2,49,6,2.0,96,GPArealModel,7.542470932006836,,5.018862363099026,8.84223506837464,1.9509387017164261,,,1.7618006688899859
vary_B2,49,6,2.0,96,VI_best_tau_by_ELBO,8.249665260314941,,0.2618471384048462,4.219016114952302,2.1899253223792567,-679.27490234375,0.3,1.1047372965841917
vary_B2,49,6,2.0,97,GPmodel,7.961265563964844,,1.705118996633078,2.5601720002115895,1.288271518645167,,,1.5014623643668836
vary_B2,49,6,2.0,97,GPArealModel,7.745932102203369,,2.784852296532685,3.657953538864295,1.7303708176951655,,,1.3135179712829566
vary_B2,49,6,2.0,97,VI_best_tau_by_ELBO,8.158809661865234,,0.262360155582428,2.4556101877994525,2.4227823809676594,-665.6322326660156,0.3,0.6442542709208595
vary_B2,49,6,2.0,98,GPmodel,7.842222213745117,,0.9808426928289772,2.481030952647907,1.594560362916235,,,2.529489153344294
vary_B2,49,6,2.0,98,GPArealModel,7.682152271270752,,1.4392252192246404,3.884642611668429,1.4314869314846066,,,2.6991207211899875
vary_B2,49,6,2.0,98,VI_best_tau_by_ELBO,8.033830642700195,,0.26277968287467957,2.8994654891100917,2.4686663220958462,-668.4317932128906,0.3,0.7619206217344275
vary_B2,49,6,2.0,99,GPmodel,8.023137092590332,,1.5228635650272526,2.437217842073393,1.4597068649666125,,,1.6004177248995892
vary_B2,49,6,2.0,99,GPArealModel,8.57976245880127,,2.53050029182896,2.4101853203037984,1.688139613841121,,,0.9524540771982279
vary_B2,49,6,2.0,99,VI_best_tau_by_ELBO,8.459817886352539,,0.262322336435318,1.2861335644731777,2.5649134579135655,-653.4571228027344,0.3,0.33738156160048766
vary_B2,81,6,2.0,1,GPmodel,7.9685139656066895,,1.605300517255521,3.0883531336260077,1.2501927383252278,,,1.9238473422446571
vary_B2,81,6,2.0,1,GPArealModel,8.216935157775879,,1.7085941134860778,4.991751122896511,1.8235313873769072,,,2.9215546767346305
vary_B2,81,6,2.0,1,VI_best_tau_by_ELBO,8.292338371276855,,0.23441259562969208,4.337995199071923,2.022852434790957,-973.7953308105468,0.2,1.0168807144435923
vary_B2,81,6,2.0,10,GPmodel,7.941124439239502,,3.5273232362691846,4.8332411917028075,1.238402706720942,,,1.3702291703821505
vary_B2,81,6,2.0,10,GPArealModel,7.887342929840088,,3.364747083718268,7.857598292465733,1.1798897760233638,,,2.335271596040011
vary_B2,81,6,2.0,10,VI_best_tau_by_ELBO,8.155413627624512,,0.2338181883096695,5.083377401674153,1.513595864675302,-948.330712890625,0.2,1.1885860945537656
vary_B2,81,6,2.0,100,GPmodel,7.89833402633667,,1.6749900272841196,2.42605685226331,0.9769208325591258,,,1.4484007741807234
vary_B2,81,6,2.0,100,GPArealModel,7.446549415588379,,2.0625651892823944,3.5226950017802796,1.7197472279418282,,,1.707919352117977
vary_B2,81,6,2.0,100,VI_best_tau_by_ELBO,8.02104377746582,,0.2347649186849594,3.3778557192437266,1.692333828068528,-929.7549011230469,0.2,0.7930020232577786
vary_B2,81,6,2.0,11,GPmodel,7.988368034362793,,1.173607502137393,1.8723404371962353,1.041256054874384,,,1.5953719056722955
vary_B2,81,6,2.0,11,GPArealModel,8.342437744140625,,1.6194498769865606,2.266025547316771,2.5594939438724897,,,1.3992563644719558
vary_B2,81,6,2.0,11,VI_best_tau_by_ELBO,8.356651306152344,,0.23413513600826263,2.247695891338161,1.9200276087651023,-926.197802734375,0.2,0.5262645832236734
vary_B2,81,6,2.0,12,GPmodel,7.927401065826416,,2.7912652282255563,4.423908019651818,0.929983221562017,,,1.584911378150959
vary_B2,81,6,2.0,12,GPArealModel,7.867336750030518,,2.8771421844380085,6.494679882818179,1.0353642493306099,,,2.2573371305550487
vary_B2,81,6,2.0,12,VI_best_tau_by_ELBO,8.287702560424805,,0.23441140353679657,5.077960626097171,1.490663688372896,-942.7024658203125,0.2,1.190331877468028
vary_B2,81,6,2.0,13,GPmodel,7.874229431152344,,2.146228099973632,3.1319779673811396,1.107969387698774,,,1.459294083149698
vary_B2,81,6,2.0,13,GPArealModel,8.246394157409668,,2.1847925977640767,5.352159523661767,1.187247861974997,,,2.4497334571433385
vary_B2,81,6,2.0,13,VI_best_tau_by_ELBO,8.186720848083496,,0.23422111570835114,4.364209811286658,1.6238166339532347,-937.65625,0.2,1.0221900911848936
vary_B2,81,6,2.0,14,GPmodel,7.944216728210449,,1.34657162365668,2.4276530851313916,1.1275444972328383,,,1.8028399250973244
vary_B2,81,6,2.0,14,GPArealModel,8.14116096496582,,1.2058798207955739,3.7373922334395817,0.8385080981555615,,,3.0993073845234873
vary_B2,81,6,2.0,14,VI_best_tau_by_ELBO,8.17918586730957,,0.23478104174137115,4.284794022356464,2.0664261412591003,-957.2402404785156,0.3,1.0059884042160505
vary_B2,81,6,2.0,15,GPmodel,7.984405040740967,,1.5654771399535774,2.450698371485304,1.071019553100301,,,1.5654641699577783
vary_B2,81,6,2.0,15,GPArealModel,7.7664265632629395,,1.6211773714082045,3.980904543173354,1.032200602202434,,,2.455563847227536
vary_B2,81,6,2.0,15,VI_best_tau_by_ELBO,8.16494369506836,,0.23496794700622559,4.257526610420539,1.6047998087212154,-932.7023071289062,0.2,1.0003822869748886
vary_B2,81,6,2.0,16,GPmodel,7.902413845062256,,2.591503018149403,4.062860562770952,1.1930689780933188,,,1.5677622346248503
vary_B2,81,6,2.0,16,GPArealModel,7.966994285583496,,3.0874711473133485,6.299706073891257,2.407102807112489,,,2.0404096988479155
vary_B2,81,6,2.0,16,VI_best_tau_by_ELBO,8.143811225891113,,0.23455895483493805,4.845001460204977,1.69627502012824,-956.8656799316407,0.2,1.1364384786794282
vary_B2,81,6,2.0,17,GPmodel,7.948380470275879,,1.320829282935366,2.2248813715119935,1.0136190749836145,,,1.684457938854515
vary_B2,81,6,2.0,17,GPArealModel,7.990694999694824,,1.5303341156400816,2.546636135906598,2.9854620633375633,,,1.6641046617727886
vary_B2,81,6,2.0,17,VI_best_tau_by_ELBO,8.204008102416992,,0.23409219086170197,2.5928147830829205,1.8930170940791513,-930.9026000976562,0.2,0.6069576930704894
vary_B2,81,6,2.0,18,GPmodel,7.928365707397461,,1.8019891688972094,2.811867579775902,1.292618258761054,,,1.5604242402282158
vary_B2,81,6,2.0,18,GPArealModel,8.133243560791016,,2.90611611707372,5.17863496875631,1.4171413707774971,,,1.7819779940420537
vary_B2,81,6,2.0,18,VI_best_tau_by_ELBO,8.180754661560059,,0.23393842577934265,4.070794327305349,2.0283788770055633,-956.6359130859375,0.3,0.9523152166012916
vary_B2,81,6,2.0,19,GPmodel,7.974487781524658,,2.29458783232054,2.796855273385324,1.072510914433888,,,1.218892227174776
vary_B2,81,6,2.0,19,GPArealModel,7.483795166015625,,2.7916575618498394,5.1119128921995625,1.0932313339868462,,,1.8311389484361578
vary_B2,81,6,2.0,19,VI_best_tau_by_ELBO,8.123851776123047,,0.2334587126970291,3.080974265299076,1.6817328458184893,-924.0115966796875,0.2,0.7192802858293973
vary_B2,81,6,2.0,2,GPmodel,7.951542377471924,,2.381590462563331,3.6147497088691853,0.9641044707966735,,,1.5177881191960234
vary_B2,81,6,2.0,2,GPArealModel,8.092815399169922,,3.1897411392391475,6.136658591816248,0.8990315133282047,,,1.923873544572345
vary_B2,81,6,2.0,2,VI_best_tau_by_ELBO,8.33519458770752,,0.23430414497852325,4.895354833843195,1.387288890462038,-923.0425354003906,0.2,1.1470019287101105
vary_B2,81,6,2.0,20,GPmodel,8.025252342224121,,1.4880950610672237,2.360034259194537,1.1604188487668756,,,1.5859432108470146
vary_B2,81,6,2.0,20,GPArealModel,7.998846054077148,,2.282299689509732,3.8482227844990544,0.7117920208418667,,,1.6861163335327374
vary_B2,81,6,2.0,20,VI_best_tau_by_ELBO,8.144465446472168,,0.23448920249938965,3.337811513756583,2.021481097606232,-943.6895812988281,0.3,0.7826807599540617
vary_B2,81,6,2.0,21,GPmodel,8.022101402282715,,1.1649766918775113,1.7984830629679027,1.3288864888016936,,,1.5437931724362772
vary_B2,81,6,2.0,21,GPArealModel,7.914719104766846,,2.2032978449124303,2.5233970068276053,1.8909015541287026,,,1.1452818386103842
vary_B2,81,6,2.0,21,VI_best_tau_by_ELBO,8.242140769958496,,0.2337755709886551,2.130808903135972,1.7895488904459032,-912.1268310546875,0.2,0.4981310679983217
vary_B2,81,6,2.0,22,GPmodel,7.890543460845947,,1.467518802243403,2.761689956346135,1.0493534745174449,,,1.8818770513361234
vary_B2,81,6,2.0,22,GPArealModel,7.563610553741455,,1.3416294775104807,4.18028784235113,1.1687297039719464,,,3.1158288576873296
vary_B2,81,6,2.0,22,VI_best_tau_by_ELBO,8.022712707519531,,0.23523324728012085,5.804610758564385,1.75800145435609,-951.2599792480469,0.3,1.3654374379342258
vary_B2,81,6,2.0,23,GPmodel,7.977866172790527,,1.51377632400438,2.3969164969044927,1.0566565532597463,,,1.5834020250521224
vary_B2,81,6,2.0,23,GPArealModel,7.965293884277344,,1.5321288193698344,3.4748563355413737,1.3219199916456505,,,2.267992280812644
vary_B2,81,6,2.0,23,VI_best_tau_by_ELBO,8.13292121887207,,0.23443903028964996,3.099609022049902,1.920350053890438,-944.3035400390625,0.2,0.7266693334064293
vary_B2,81,6,2.0,24,GPmodel,7.9474592208862305,,2.048462300965135,2.9936495972783628,1.0937782341259195,,,1.4614130784188226
vary_B2,81,6,2.0,24,GPArealModel,7.398177146911621,,3.963147286217193,4.275086970765065,3.329300580786507,,,1.0787100912531609
vary_B2,81,6,2.0,24,VI_best_tau_by_ELBO,8.071707725524902,,0.2338753640651703,3.675231807540144,1.7739956401587025,-943.875439453125,0.2,0.859546177012345
vary_B2,81,6,2.0,25,GPmodel,7.943716049194336,,2.1373354349564577,2.9829686384239813,1.263847527786374,,,1.3956483337323002
vary_B2,81,6,2.0,25,GPArealModel,8.033736228942871,,2.9518572101606555,5.781174385884396,1.5744925507557475,,,1.9584871402264588
vary_B2,81,6,2.0,25,VI_best_tau_by_ELBO,8.245423316955566,,0.23328901827335358,3.71675865554652,1.687738795952086,-935.9384643554688,0.2,0.8670789779114372
vary_B2,81,6,2.0,26,GPmodel,7.925225734710693,,2.34405877919626,3.6289216648003775,1.131632853266274,,,1.5481359499204523
vary_B2,81,6,2.0,26,GPArealModel,7.683801651000977,,2.5504639999031005,4.966210526166984,2.563298201718923,,,1.9471792294875228
