EXP_FOLDER,B,n_i,phi_true,seed,method,Beta,Beta_vec,Phi,Sigmasq,Tausq,ELBO,tau_selected,Sigmasq_phi,results_path,n_correct_perm_s,n_correct_perm_x
vary_B2_annealed,81,6,2.0,89,GPmodel,7.993261814117432,,0.5654096004101683,3.1073068896421425,1.1905832752876688,,,5.495674087224538,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_89.pt,,
vary_B2_annealed,81,6,2.0,89,VI_best_tau_by_ELBO,8.224925994873047,,0.2330932468175888,4.242860525415634,1.8490769497770163,-976.70908203125,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_89.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,90,GPArealModel,8.293719291687012,,0.4328154353352269,4.041897300264236,1.3038422380301236,,,9.338616348406523,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_90.pt,,
vary_B2_annealed,81,6,2.0,90,GPmodel,7.988745212554932,,0.5042361534440987,2.3921903955938686,1.1052930144308577,,,4.744186586492107,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_90.pt,,
vary_B2_annealed,81,6,2.0,90,VI_best_tau_by_ELBO,8.391214370727539,,0.2340291440486908,2.9697425460973,1.3580143269503822,-911.5638427734375,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_90.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,91,GPArealModel,7.887310028076172,,0.40187243873101325,4.9885798492703035,1.0263279590436314,,,12.413341569336453,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_91.pt,,
vary_B2_annealed,81,6,2.0,91,GPmodel,8.001904487609863,,0.5208782109961253,2.976673390347568,1.2111889715798891,,,5.714720499932202,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_91.pt,,
vary_B2_annealed,81,6,2.0,91,VI_best_tau_by_ELBO,8.203216552734375,,0.23349839448928833,3.7392093070722328,1.7795977145371877,-961.3416748046875,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_91.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,92,GPArealModel,7.562717914581299,,0.603038845747869,4.053578811975027,1.053381570993334,,,6.721919890497122,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_92.pt,,
vary_B2_annealed,81,6,2.0,92,GPmodel,7.9670634269714355,,0.6751741876063263,2.486882393687866,0.9811211668246915,,,3.683319711176358,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_92.pt,,
vary_B2_annealed,81,6,2.0,92,VI_best_tau_by_ELBO,8.039105415344238,,0.2344067543745041,4.141077280339994,1.7270199989593014,-936.607958984375,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_92.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,93,GPArealModel,8.505548477172852,,0.4687437325433958,4.665850857021431,1.9094836846802892,,,9.953948251648297,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_93.pt,,
vary_B2_annealed,81,6,2.0,93,GPmodel,8.038570404052734,,0.5362174251936013,3.5611649303520028,1.2665107824901132,,,6.641270430676967,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_93.pt,,
vary_B2_annealed,81,6,2.0,93,VI_best_tau_by_ELBO,8.603792190551758,,0.2339475154876709,4.654968589458127,1.834747427901371,-976.1170532226563,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_93.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,94,GPArealModel,7.960996150970459,,0.32187945037022614,5.661893236383724,1.4285872599722824,,,17.59010471116254,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_94.pt,,
vary_B2_annealed,81,6,2.0,94,GPmodel,7.924351215362549,,0.4119639055106328,3.62945942790015,1.2205740730995156,,,8.81013938199611,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_94.pt,,
vary_B2_annealed,81,6,2.0,94,VI_best_tau_by_ELBO,8.182648658752441,,0.23379841446876526,4.76798724458514,1.6155768878594847,-950.9842895507812,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_94.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,95,GPArealModel,7.819278717041016,,1.1261558338254898,3.67340479821658,1.7495714554706425,,,3.26189741053707,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_95.pt,,
vary_B2_annealed,81,6,2.0,95,GPmodel,8.000555038452148,,0.8973273665046523,2.296862454995784,1.255975329826063,,,2.5596705736756062,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_95.pt,,
vary_B2_annealed,81,6,2.0,95,VI_best_tau_by_ELBO,8.193964004516602,,0.2349667251110077,3.6055783662161813,1.950109041411736,-981.0603149414062,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_95.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,96,GPArealModel,7.634832382202148,,0.29465757726015157,8.679749096970388,1.6822937198357104,,,29.457070738442557,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_96.pt,,
vary_B2_annealed,81,6,2.0,96,GPmodel,7.950786113739014,,0.2788219193095558,5.316237187720159,1.27953304423841,,,19.06678356165365,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_96.pt,,
vary_B2_annealed,81,6,2.0,96,VI_best_tau_by_ELBO,8.097557067871094,,0.23336441814899445,5.171870058698627,1.5773237780665919,-974.8398315429688,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_96.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,97,GPArealModel,7.978519916534424,,0.53588727335256,4.6263570886761425,1.2597633565562414,,,8.633078855807168,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_97.pt,,
vary_B2_annealed,81,6,2.0,97,GPmodel,7.9087347984313965,,0.5941224607885293,3.340198146025753,1.1714393547471116,,,5.6220701395341734,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_97.pt,,
vary_B2_annealed,81,6,2.0,97,VI_best_tau_by_ELBO,8.142699241638184,,0.23440925776958466,5.731127052354399,1.7110433346079874,-974.2444702148438,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_97.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,98,GPArealModel,7.9174933433532715,,0.5115146246899053,4.871652253131492,1.3159709479351347,,,9.523974521910935,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_98.pt,,
vary_B2_annealed,81,6,2.0,98,GPmodel,7.9461774826049805,,0.5234065352047567,3.0311310478197364,1.0654511018035921,,,5.791160109672605,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_98.pt,,
vary_B2_annealed,81,6,2.0,98,VI_best_tau_by_ELBO,8.221294403076172,,0.2341676652431488,4.441354114228367,1.576069418628666,-939.704931640625,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_98.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,99,GPArealModel,7.795046329498291,,1.2119630320573698,2.5766810320713347,1.2091475562188967,,,2.126039296509965,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_99.pt,,
vary_B2_annealed,81,6,2.0,99,GPmodel,7.941315650939941,,0.9477529273608687,1.9819926233148382,1.1297408713732644,,,2.091254551789076,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_99.pt,,
vary_B2_annealed,81,6,2.0,99,VI_best_tau_by_ELBO,8.0839262008667,,0.23436376452445984,2.148364388908251,2.236321822319677,-947.06396484375,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_99.pt,6.0,6.0
vary_B2_annealed,81,6,2.0,100,GPArealModel,7.446549415588379,,0.48483316076323335,3.5226950017802796,1.7197472279418282,,,7.2657880831310875,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_100.pt,,
vary_B2_annealed,81,6,2.0,100,GPmodel,7.89833402633667,,0.5970184799377168,2.42605685226331,0.9769208325591258,,,4.063621033165347,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_100.pt,,
vary_B2_annealed,81,6,2.0,100,VI_best_tau_by_ELBO,7.992847919464111,,0.23449671268463135,3.6886000446128926,1.6343538330784027,-926.1775146484375,0.9,,../data/results/vary_B2_annealed/B_81_n_6/phi_2.0/results_seed_100.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,1,GPArealModel,7.552895545959473,,0.43394026008472786,4.336659345952122,1.8346254974335854,,,9.993678266002282,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_1.pt,,
vary_B2_annealed,100,6,2.0,1,GPmodel,7.841677665710449,,0.556425730309092,2.7009677741588525,1.1203789557858879,,,4.8541388850915945,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_1.pt,,
vary_B2_annealed,100,6,2.0,1,VI_best_tau_by_ELBO,7.944690227508545,,0.22577227652072906,4.0242492614562435,1.6922926575951813,-1104.7548828125,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_1.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,2,GPArealModel,7.688324928283691,,0.4678281628348743,4.721286033935695,1.2523196669779377,,,10.091923507397162,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_2.pt,,
vary_B2_annealed,100,6,2.0,2,GPmodel,7.881106853485107,,0.6114469464506493,2.72702366812106,0.99885167750468,,,4.459951405352486,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_2.pt,,
vary_B2_annealed,100,6,2.0,2,VI_best_tau_by_ELBO,8.072270393371582,,0.22593069076538086,5.2537923830084,1.4686760476742726,-1094.56904296875,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_2.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,3,GPArealModel,7.7875518798828125,,0.30196567242365485,5.599930797279074,1.5194984602875756,,,18.544925164283,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_3.pt,,
vary_B2_annealed,100,6,2.0,3,GPmodel,7.962329387664795,,0.4364870903503748,3.619750879770316,1.048035903695789,,,8.292916239205809,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_3.pt,,
vary_B2_annealed,100,6,2.0,3,VI_best_tau_by_ELBO,8.11449146270752,,0.22577038407325745,5.763445120517803,1.2893291079292564,-1092.170703125,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_3.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,4,GPArealModel,7.841053485870361,,0.29127762554803505,5.220412006999992,1.2526988415951053,,,17.92246142208093,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_4.pt,,
vary_B2_annealed,100,6,2.0,4,GPmodel,7.93951416015625,,0.42647708828250747,3.5459329914712514,1.0347272828788479,,,8.314474772258691,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_4.pt,,
vary_B2_annealed,100,6,2.0,4,VI_best_tau_by_ELBO,8.10418701171875,,0.22570310533046722,4.793706885630851,1.5660449773800567,-1099.34990234375,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_4.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,5,GPArealModel,8.038412094116211,,0.4167270482575492,3.5561175248435073,1.5517899131581692,,,8.533445428398794,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_5.pt,,
vary_B2_annealed,100,6,2.0,5,GPmodel,7.910490036010742,,0.583005853124916,2.5276780355970896,1.031937105690065,,,4.335596327290224,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_5.pt,,
vary_B2_annealed,100,6,2.0,5,VI_best_tau_by_ELBO,8.159820556640625,,0.2245377004146576,3.6321631724600882,1.5684695484565676,-1095.9968017578126,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_5.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,6,GPArealModel,8.033260345458984,,0.4706954052357508,4.550178221986445,1.6379260745663002,,,9.66692721316763,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_6.pt,,
vary_B2_annealed,100,6,2.0,6,GPmodel,7.9634623527526855,,0.5248905143283242,3.529312292649723,0.8424390967557189,,,6.723901835349425,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_6.pt,,
vary_B2_annealed,100,6,2.0,6,VI_best_tau_by_ELBO,8.198356628417969,,0.22506879270076752,4.447682647552031,1.5644100269558674,-1110.946484375,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_6.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,7,GPArealModel,7.7681474685668945,,0.9389991669503005,2.713497638732283,1.554112506161045,,,2.8897764068792866,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_7.pt,,
vary_B2_annealed,100,6,2.0,7,GPmodel,7.924294471740723,,0.9521477740937963,1.7659812986347883,1.102991996638598,,,1.854734471564097,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_7.pt,,
vary_B2_annealed,100,6,2.0,7,VI_best_tau_by_ELBO,7.985105991363525,,0.22640174627304077,2.98411857479992,1.704613555836781,-1111.319287109375,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_7.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,8,GPArealModel,8.159818649291992,,0.9418581281431341,2.4135492685023494,1.2782731576745499,,,2.562540149502816,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_8.pt,,
vary_B2_annealed,100,6,2.0,8,GPmodel,7.90944766998291,,0.9183882544274,1.8224240543496584,1.2192296862509457,,,1.9843721275441506,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_8.pt,,
vary_B2_annealed,100,6,2.0,8,VI_best_tau_by_ELBO,8.275561332702637,,0.2269684374332428,2.224310668006624,1.6612620658198554,-1089.3492919921875,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_8.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,9,GPArealModel,7.685027122497559,,0.2850079242820964,5.017064210476007,1.208678448246869,,,17.60324462245546,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_9.pt,,
vary_B2_annealed,100,6,2.0,9,GPmodel,7.916439056396484,,0.3597639498278758,3.490704550844158,1.1102232406673314,,,9.702763582938864,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_9.pt,,
vary_B2_annealed,100,6,2.0,9,VI_best_tau_by_ELBO,8.093931198120117,,0.2253124713897705,3.7786108161724754,1.6055609047193664,-1092.3169189453124,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_9.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,10,GPArealModel,7.570508003234863,,0.34418929835221074,6.787103589593815,1.0282370106999537,,,19.719101151856663,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_10.pt,,
vary_B2_annealed,100,6,2.0,10,GPmodel,7.9284186363220215,,0.3575791603547,4.071924251860674,1.028628964696334,,,11.387476406123712,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_10.pt,,
vary_B2_annealed,100,6,2.0,10,VI_best_tau_by_ELBO,8.106325149536133,,0.22526976466178894,5.447772761644307,1.4005395091524573,-1095.0071533203125,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_10.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,11,GPArealModel,8.049381256103516,,0.6304070034081442,3.0536017701431164,1.3844382543351232,,,4.843857624732199,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_11.pt,,
vary_B2_annealed,100,6,2.0,11,GPmodel,7.930668354034424,,0.7212790974966387,2.126815894566516,1.1006163634439996,,,2.948672576188758,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_11.pt,,
vary_B2_annealed,100,6,2.0,11,VI_best_tau_by_ELBO,8.124832153320312,,0.22631222009658813,3.940674154625334,1.581896568612086,-1084.6014404296875,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_11.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,12,GPArealModel,7.383392810821533,,0.292955602688444,5.31461948327673,0.9330247537050222,,,18.14138195175187,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_12.pt,,
vary_B2_annealed,100,6,2.0,12,GPmodel,7.973422527313232,,0.3554683147621741,3.9008695825907598,0.9747044337491009,,,10.973888306193015,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_12.pt,,
vary_B2_annealed,100,6,2.0,12,VI_best_tau_by_ELBO,8.071062088012695,,0.22655995190143585,5.449447708359453,1.254931481456087,-1078.3048828125,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_12.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,13,GPArealModel,7.71244478225708,,0.43805923968080374,5.15875901054845,1.7637551762144414,,,11.776395846158687,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_13.pt,,
vary_B2_annealed,100,6,2.0,13,GPmodel,7.992279052734375,,0.5356522364231473,2.764744163429226,1.2975600925751711,,,5.161453598870389,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_13.pt,,
vary_B2_annealed,100,6,2.0,13,VI_best_tau_by_ELBO,8.112968444824219,,0.22490373253822327,4.481061184856653,1.6434394328819792,-1110.3546142578125,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_13.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,14,GPArealModel,7.850308418273926,,0.649215947745602,3.118805200069386,1.1862271903642665,,,4.803956543118535,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_14.pt,,
vary_B2_annealed,100,6,2.0,14,GPmodel,7.959502696990967,,0.7127459317431892,2.075248741221651,1.3654596771767888,,,2.9116248143937318,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_14.pt,,
vary_B2_annealed,100,6,2.0,14,VI_best_tau_by_ELBO,8.190508842468262,,0.225742369890213,3.1781114012610745,1.8486691764747365,-1101.127880859375,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_14.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,15,GPArealModel,7.708341121673584,,0.4395700782442748,4.358115327419473,1.1960290554251845,,,9.914494964776951,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_15.pt,,
vary_B2_annealed,100,6,2.0,15,GPmodel,7.934854030609131,,0.6197424553834937,2.414371705193237,1.227705064804972,,,3.8957661916178314,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_15.pt,,
vary_B2_annealed,100,6,2.0,15,VI_best_tau_by_ELBO,8.076042175292969,,0.22534920275211334,4.029214107165245,1.6618439506344553,-1097.9346435546875,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_15.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,16,GPArealModel,7.845686912536621,,0.4256927640502179,5.047000986418279,0.986974382701023,,,11.855970814253487,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_16.pt,,
vary_B2_annealed,100,6,2.0,16,GPmodel,7.9317426681518555,,0.44518952761130515,3.130434873809386,1.178972331544418,,,7.031690279432107,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_16.pt,,
vary_B2_annealed,100,6,2.0,16,VI_best_tau_by_ELBO,8.187356948852539,,0.22520402073860168,3.617641253839644,1.7310990588954362,-1132.133544921875,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_16.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,17,GPArealModel,8.328605651855469,,0.8539064474550114,2.5733973894568547,1.8123619813920469,,,3.0136760263687266,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_17.pt,,
vary_B2_annealed,100,6,2.0,17,GPmodel,7.9298014640808105,,0.7846898749175508,2.024244409515925,0.9899066877865984,,,2.5796744347295384,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_17.pt,,
vary_B2_annealed,100,6,2.0,17,VI_best_tau_by_ELBO,8.223873138427734,,0.22613784670829773,3.2914737457816154,1.6801522528196569,-1080.5380615234376,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_17.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,18,GPArealModel,7.74611234664917,,0.43944231737431744,5.8780403106889585,1.4629552064399414,,,13.376136248803816,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_18.pt,,
vary_B2_annealed,100,6,2.0,18,GPmodel,7.898624897003174,,0.4687372506697613,3.661800319153982,1.1179165982107522,,,7.812053157545663,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_18.pt,,
vary_B2_annealed,100,6,2.0,18,VI_best_tau_by_ELBO,8.147439002990723,,0.22482852637767792,5.021171506054622,1.677755740365628,-1141.8160888671875,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_18.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,19,GPArealModel,7.875263214111328,,0.46030008602337735,4.931570943291379,1.5992032692049145,,,10.713817122860409,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_19.pt,,
vary_B2_annealed,100,6,2.0,19,GPmodel,7.906309127807617,,0.4203936530954503,3.5595478613895386,1.011114384116816,,,8.46717792997066,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_19.pt,,
vary_B2_annealed,100,6,2.0,19,VI_best_tau_by_ELBO,8.14752197265625,,0.22570262849330902,4.559862856799565,1.5605102865562832,-1099.7158203125,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_19.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,20,GPArealModel,8.17530345916748,,0.4764867776205067,3.751962722210727,1.1466520016157076,,,7.874222115768639,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_20.pt,,
vary_B2_annealed,100,6,2.0,20,GPmodel,7.9187445640563965,,0.5737512852432644,2.571320455353489,1.14423664607927,,,4.481594240374166,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_20.pt,,
vary_B2_annealed,100,6,2.0,20,VI_best_tau_by_ELBO,8.114275932312012,,0.2263660579919815,4.308311082335548,1.5431939331993374,-1089.691162109375,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_20.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,21,GPArealModel,7.997467041015625,,0.4904649259383773,3.672470429984542,1.4989676424335812,,,7.4877330381132206,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_21.pt,,
vary_B2_annealed,100,6,2.0,21,GPmodel,7.936377048492432,,0.6079432984356669,2.4109969823390944,1.2155418783155172,,,3.965825412572137,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_21.pt,,
vary_B2_annealed,100,6,2.0,21,VI_best_tau_by_ELBO,8.091552734375,,0.22515133023262024,3.729287635040538,1.7518581542152498,-1096.87041015625,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_21.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,22,GPArealModel,7.736254692077637,,0.563028627918437,4.019557464088316,1.2748118468473169,,,7.139170665173722,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_22.pt,,
vary_B2_annealed,100,6,2.0,22,GPmodel,7.940103530883789,,0.6084561669120653,2.6515136807893547,1.1701964977737207,,,4.357772712282419,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_22.pt,,
vary_B2_annealed,100,6,2.0,22,VI_best_tau_by_ELBO,8.059802055358887,,0.22517363727092743,4.098964781714936,1.6903050868099088,-1120.2462646484375,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_22.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,23,GPArealModel,7.986572265625,,0.6752972634994319,3.464974335888734,1.472330840716888,,,5.131035653740139,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_23.pt,,
vary_B2_annealed,100,6,2.0,23,GPmodel,7.890580177307129,,0.5983559819424676,2.4339349305306883,1.100743105309843,,,4.06770384851724,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_23.pt,,
vary_B2_annealed,100,6,2.0,23,VI_best_tau_by_ELBO,8.179022789001465,,0.22570225596427917,3.0780741475729267,1.783913957040392,-1094.127392578125,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_23.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,24,GPArealModel,8.125490188598633,,0.30482026086227915,4.33173283665748,2.120634048931997,,,14.210777277087235,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_24.pt,,
vary_B2_annealed,100,6,2.0,24,GPmodel,8.021537780761719,,0.43262673970025894,2.952032104075612,1.1742200257441935,,,6.823508195820022,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_24.pt,,
vary_B2_annealed,100,6,2.0,24,VI_best_tau_by_ELBO,8.236912727355957,,0.22554729878902435,3.983430189657514,1.5338323523630788,-1087.8764892578124,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_24.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,25,GPArealModel,7.691280841827393,,0.372592704289327,6.437223176369098,0.9497998285554059,,,17.276836347741376,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_25.pt,,
vary_B2_annealed,100,6,2.0,25,GPmodel,8.034278869628906,,0.4622464679885114,3.176957072972308,1.294877024423816,,,6.872863922134431,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_25.pt,,
vary_B2_annealed,100,6,2.0,25,VI_best_tau_by_ELBO,8.135384559631348,,0.22482438385486603,4.736968881906135,1.6189510915559175,-1110.835546875,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_25.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,26,GPArealModel,7.8229660987854,,0.39364461602343476,5.636036392997237,1.4278945163132981,,,14.31757520255709,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_26.pt,,
vary_B2_annealed,100,6,2.0,26,GPmodel,7.976003646850586,,0.4142594383111606,3.5922060517613192,1.0491594033510614,,,8.671392174927645,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_26.pt,,
vary_B2_annealed,100,6,2.0,26,VI_best_tau_by_ELBO,8.145265579223633,,0.22510437667369843,4.577188597041123,1.6002189511242058,-1108.6057861328125,0.9,,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_26.pt,6.0,6.0
vary_B2_annealed,100,6,2.0,27,GPArealModel,7.983633995056152,,0.3594913334338782,3.625758998776885,2.5239788450094713,,,10.085803638556357,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_27.pt,,
vary_B2_annealed,100,6,2.0,27,GPmodel,7.9162116050720215,,0.5600578526317104,2.465264946128059,0.9948702087898008,,,4.401804089602146,../data/results/vary_B2_annealed/B_100_n_6/phi_2.0/results_seed_27.pt,,
